coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Aug 05 10:45:22 +0000 2021,,,,0,1423233663945351168,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/MarioLus16/status/1423233663945351168,Wed Mar 10 18:31:40 +0000 2021,1369717502041878529,true,"Trzeźwo myślący, po 50ce!",80707,292,217,0,,MarioLus,MarioLus16,71781,,,false
,Thu Aug 05 16:20:29 +0000 2021,,,,0,1423318000015396867,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/Mmagdab84/status/1423318000015396867,Wed Mar 09 15:59:49 +0000 2011,263201546,false,,93538,499,490,3,"Kraków, Polska",Magdalena B ✝️🇵🇱,Mmagdab84,19203,,,false
,Thu Aug 05 16:21:29 +0000 2021,,,,0,1423318249090043906,,,,pl,,,,86,1422902259902558214,sbalcerac,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A mnie ciekawi @Straz_Graniczna jak można nielegalnie przekroczyć zieloną granicę pomiędzy Ukrainą i Polską w nienagannie czystych New Balance? https://t.co/94pCePoMM2 https://t.co/5gIzUUnpng,https://twitter.com/llukasz33_sz/status/1423318249090043906,Mon Aug 05 16:42:06 +0000 2013,1648214011,false,Red is Bad,3252,155,620,2,,Lukasz Sz,llukasz33_sz,36726,,,false
,Thu Aug 05 15:05:36 +0000 2021,,,,1,1423299152067407872,Jan34733995,1423294401212674057,1102876336987738100,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Jan34733995 a co Ukraina ma wspolnego z NATO? NIC! ale beda wrzeszczec...a Polska ,no coz...niemowa,wielka niemowa",https://twitter.com/krzcinska/status/1423299152067407872,Tue Nov 06 13:43:43 +0000 2012,929753400,true,,104245,480,290,0,,izabella krzcinska,krzcinska,32252,,,false
,Thu Aug 05 14:42:02 +0000 2021,,,,0,1423293221841502216,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/bak_wanda/status/1423293221841502216,Wed May 02 02:57:02 +0000 2012,568746775,true,,117174,440,60,3,,wanda bak,bak_wanda,88870,,,false
,Thu Aug 05 10:00:29 +0000 2021,,,,0,1423222368286224388,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/rafalkita93/status/1423222368286224388,Mon Feb 24 17:33:13 +0000 2014,2363326355,false,"„Im dalej społeczeństwo dryfuje od prawdy, tym bardziej nienawidzi tych, którzy ją głoszą. Prawda jest nową mową nienawiści. — George Orwell",3695,540,358,2,Polska,Rafał Kita,rafalkita93,2892,,,false
,Thu Aug 05 12:09:15 +0000 2021,,,,0,1423254774196183049,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/USotysik/status/1423254774196183049,Wed Jan 16 19:53:18 +0000 2013,1096172826,false,"Polak , Patriota , Katolik #stopsegregacjisanitarnej #Polexit #StopUkrainizacjiPolski #NieNaszaWojna",80338,472,729,7,,Łukasz Sołtysik🇵🇱💯,USotysik,56775,,,false
,Thu Aug 05 09:39:13 +0000 2021,Waszczykowski USA Izrael Ukraina Kaczyński,,,1,1423217016228429825,Tysol,1423213121162911746,108609273,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Tysol #Waszczykowski po 2 latach rządów w @MSZ_RP zostawił zgliszcza. Skrajne lokajstwo względem #USA i #Izrael. Też wobec banderowców na #Ukraina. Za to wszystko dostał od #Kaczyński i @MorawieckiM synekurę w Brukseli. @lkwarzecha @StZerko @MSzuldrzynski @RzecznikMSZ,https://twitter.com/AntoniDebowy/status/1423217016228429825,Sun Apr 25 10:42:08 +0000 2021,1386269160934682626,false,Z #Prabuty przez Wrocław i Paryż do Zielonej Góry.,6669,63,168,3,,Antoni Dębowy,AntoniDebowy,5604,,,false
,Thu Aug 05 09:51:04 +0000 2021,,,https://ift.tt/3fxx9kq,0,1423220000588959748,,,,pl,,false,,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Tanie letnie wycieczki: Austria, Czechy, Francja, Niemcy, Ukraina oraz podróże po Polsce już od 68 PLN https://t.co/MwANDOMRyR",https://twitter.com/TanioLatamy/status/1423220000588959748,Thu May 09 08:20:52 +0000 2013,1414977037,false,All in one - Zbieramy informacje o tanich lotach. Teraz nie musisz sprawdzać na tysiącach stron tanich ofert wystarczy że będziesz nas obserwował,134,3403,661,38,,Tanie Latanie,TanioLatamy,85191,,,false
,Thu Aug 05 10:47:23 +0000 2021,,,,0,1423234170642477056,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/SlawomiraR/status/1423234170642477056,Sat Dec 07 14:44:08 +0000 2019,1203324264939769857,false,"Byłam ateistką większość życia, dlatego rozumiem i wiem, jakie brednie się mówi, by obronić swoją teorię nieistnienia Boga 
Kłamstwem tuszujemy swoją ignorancję",18315,689,318,11,Na szczęście już nie Poznań.,Sławomira,SlawomiraR,22803,,,false
,Thu Aug 05 09:45:07 +0000 2021,,,,0,1423218503415386112,JasnaGoraNews,1423207146553069573,946980218945916900,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@JasnaGoraNews @WawPielgrzymka Za tich prazownikow is Ukraina w Polski Modlites w Pelegrimkach co w domu est nedobrei I nepewnosprawne,I zabera w ednei osobe dobrich produktow,bo wszistkich zostavilu peniendze w traktire",https://twitter.com/Tk1JO8wRYk56OX9/status/1423218503415386112,Thu May 06 21:27:35 +0000 2021,1390417862876094473,false,,0,5,5,0,,Лілія,Tk1JO8wRYk56OX9,843,,,false
,Thu Aug 05 16:04:42 +0000 2021,,,,0,1423314026323394561,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/Wadysaw86395513/status/1423314026323394561,Sun May 16 04:48:16 +0000 2021,1393790294542401541,true,,15104,25,35,0,,Władysław,Wadysaw86395513,7886,,,false
,Thu Aug 05 15:33:39 +0000 2021,,,,2,1423306214050615296,gromotapl,1423293338204004355,1349416080377307100,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@gromotapl Ale przecież wschód Europy to też Polska, Ukraina, Litwa, Łotwa, Estonia, Białoruś, Rumunia, Węgry, Bułgaria, Serbia, Słowacja, Czechy, Węgry... czemu akurat to jest proruskie? Przecież Polska nie jest krajem zachodnim.",https://twitter.com/JeremySidewell/status/1423306214050615296,Fri Aug 16 12:08:13 +0000 2013,1675550142,false,"Przeciwnik manipulacji, głupoty i socjalizmu. Zwolennik futbolu, Kloppa, Queen i The Beatles.",7770,211,1273,5,,Jeremy Sidewell,JeremySidewell,25111,,,false
,Thu Aug 05 13:37:04 +0000 2021,,,,0,1423276871588847625,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/cock4dick/status/1423276871588847625,Sun Jul 29 13:13:58 +0000 2012,723983281,false,Looking for mates dates and fun included. Drink play and more. Friends with benefits. Nice time together talk and mellow. Tell me what are your kinks  x,1879,145,1707,2,,Pedro Gonzales,cock4dick,6011,,,false
,Thu Aug 05 13:49:39 +0000 2021,,,,0,1423280042155540486,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/JolaHolmes221B/status/1423280042155540486,Sun Nov 15 19:45:37 +0000 2015,4196327555,false,FREEDOM. GREAT RESIST. REASON. 🇵🇱,129555,528,108,4,"Śląsk, Polska",JO,JolaHolmes221B,56603,,https://www.instagram.com/jolantaoczkoart/,false
,Thu Aug 05 12:00:17 +0000 2021,,,,0,1423252518688145412,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/JanekLassak/status/1423252518688145412,Mon Feb 05 00:08:30 +0000 2018,960304087320457216,false,,109605,378,336,2,"Ontario, Canada",Janek,JanekLassak,51850,,,false
,Thu Aug 05 16:27:39 +0000 2021,,,,0,1423319804014956544,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/MariuszP1984/status/1423319804014956544,Thu Mar 26 22:31:23 +0000 2015,3119927595,false,"Jestem rasistą i antysemitą, ale mam też swoje wady.
Możesz nie interesować się polityką, ale polityka zainteresuje się Tobą.",3082,135,434,2,,MariuszP,MariuszP1984,10283,,,false
,Thu Aug 05 12:59:57 +0000 2021,,,,0,1423267534128693249,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/IZYKadam/status/1423267534128693249,Sat Apr 19 17:09:31 +0000 2014,2495191840,false,,12183,18,72,0,,ADAM,IZYKadam,2111,,,false
,Thu Aug 05 13:22:35 +0000 2021,,,,0,1423273227262988297,,,,pl,,,,86,1422902259902558214,sbalcerac,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",A mnie ciekawi @Straz_Graniczna jak można nielegalnie przekroczyć zieloną granicę pomiędzy Ukrainą i Polską w nienagannie czystych New Balance? https://t.co/94pCePoMM2 https://t.co/5gIzUUnpng,https://twitter.com/HrKsawery/status/1423273227262988297,Sat Nov 22 18:03:34 +0000 2014,2888114003,false,"There is nothing more beautiful than a woman in a dance, a ship under full sails and a horse at a gallop...",227337,5204,3889,24,,Ksawery hr.Cogito🇵🇱,HrKsawery,256010,,,false
,Thu Aug 05 15:20:20 +0000 2021,,,,0,1423302859332984836,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/absprawa/status/1423302859332984836,Sun Jul 23 13:10:03 +0000 2017,889110359684075520,false,Konto kabaretowo-satyryczne. RT oznacza wszystko albo nic. Komentarze odzwierciedlają poglądy autora albo nie.,61989,256,604,2,,Absolwent prawa!,absprawa,38011,,,false
,Thu Aug 05 12:16:38 +0000 2021,,,,0,1423256633250140165,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/Peter75989707/status/1423256633250140165,Thu Jun 10 19:43:55 +0000 2021,1403075396933984262,false,Yebać covid19,20125,37,25,0,,Peter,Peter75989707,5017,,,false
,Thu Aug 05 16:19:00 +0000 2021,,,,0,1423317623882854410,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/DariuszPeszko/status/1423317623882854410,Wed Nov 18 07:43:52 +0000 2015,4216248351,true,,174612,607,1927,2,Warszawa ,Dariusz Peszko,DariuszPeszko,27746,,,false
,Thu Aug 05 09:12:40 +0000 2021,,,,0,1423210335847297025,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/Bellamy10840353/status/1423210335847297025,Mon Apr 19 15:52:53 +0000 2021,1384172975700676608,false,,21967,93,273,0,,Bellamy,Bellamy10840353,15972,,,false
,Thu Aug 05 16:32:54 +0000 2021,,,,0,1423321121882050561,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/jar_lipke/status/1423321121882050561,Mon Jun 16 12:48:21 +0000 2014,2570869554,true,"myślę i komentuję. 
Kultura osobista wyraża się https://t.co/8cpqFsu5m6. przez kulturę pisania.
Nie jesteśmy na ty.",9108,105,117,4,"Warszawa, Polska",Jaroslaw Lipke,jar_lipke,51531,,,false
,Thu Aug 05 14:24:27 +0000 2021,,,,0,1423288799048585218,,,,pl,,,,129,1423196721635528706,mefistofelleess,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A więc jeśli się nie zaszczepimy, to wszyscy umrzemy wraz z IV falą, a kraje w których zaszczepiono, 

Indonezja 7,9% populacji, 
Bośnia &gt;7%, 
Tajlanda 5,7%, 
Ukraina 4,8% 
Egipt &gt;1,8%, 
Afganistan &gt;0,6%, 
Syria &gt;0,1%, 

Znikną z powierzchni ziemi wraz z nadejściem jesieni? 🙃",https://twitter.com/cez_kosman/status/1423288799048585218,Mon Mar 27 21:27:30 +0000 2017,846473780356694016,false,"Matrix, Black Mirror, Equilibrium.",12982,405,1423,8,United Kingdom,Engineer🇵🇱,cez_kosman,9412,,,false
